Taxonomy	NbGenomes	Reads
443144	1	869
1351	1	868
237610	1	867
107401	1	867
76731	1	866
617123	1	865
1453352	1	863
28448	1	862
1280	1	859
106590	1	857
2162713	1	856
1141883	1	855
1795355	1	853
135487	1	853
446679	1	849
248903	1	847
645	1	845
292	1	843
279058	1	842
585	1	840
553814	1	839
1014	1	837
1428	1	837
78587	1	834
2708117	1	834
1379870	1	833
672	1	830
2003188	1	829
2109685	1	823
240427	1	821
1307839	1	819
1463165	1	818
28026	1	818
1355330	1	815
285	1	812
63186	1	812
1305	1	810
2615203	1	810
584609	1	807
1421	1	805
2662364	1	804
1534	1	802
1774273	1	801
571	1	798
2547600	1	798
2697043	1	793
1913577	1	791
516051	1	791
75105	1	790
878220	1	790
1848904	1	789
1585976	1	786
84531	1	785
481743	1	784
2594004	1	782
329	1	779
34062	1	779
190895	1	776
2487064	1	773
2608982	1	773
2487063	1	773
195	1	771
1520	1	769
1255	1	767
1536772	1	766
2583587	1	765
2527978	1	764
80869	1	763
408	1	762
321983	1	760
52	1	759
48296	1	758
104268	1	754
2478663	1	753
1108595	1	751
321984	1	742
1903704	1	741
28110	1	739
438	1	738
926	1	737
80842	1	736
1660	1	735
1639	1	734
84022	1	734
2712698	1	732
387093	1	730
1768242	1	726
1473112	1	725
682998	1	723
1302	1	723
347	1	722
676	1	721
682956	1	721
1637999	1	721
2681984	1	720
2201181	1	719
1712675	1	718
463014	1	718
101571	1	716
2711231	1	715
96344	1	714
1803846	1	714
28108	1	713
380	1	711
1868589	1	711
1481923	1	711
856	1	710
158899	1	709
435897	1	709
727	1	708
2487065	1	708
1492737	1	707
2703789	1	707
204042	1	707
237609	1	705
2233999	1	702
1807691	1	701
562959	1	701
2231055	1	699
1836467	1	699
1492898	1	698
1572656	1	698
47917	1	697
2565555	1	697
1803865	1	697
2591109	1	693
76853	1	693
1424294	1	692
48	1	692
2585771	1	692
876	1	691
2587862	1	691
159	1	690
1404	1	690
1063	1	690
2507160	1	690
755731	1	689
29343	1	689
51515	1	687
948519	1	685
2282170	1	684
192812	1	684
38313	1	683
1465	1	680
1888	1	679
28141	1	678
871742	1	676
2005884	1	675
60847	1	674
738	1	672
28189	1	671
2049305	1	671
2528023	1	670
1282	1	670
1906741	1	670
2027405	1	670
123899	1	668
2220095	1	668
44251	1	667
2704462	1	666
1736674	1	665
2496865	1	665
2494375	1	665
79880	1	665
747	1	664
1936081	1	663
666	1	662
1267423	1	662
1756150	1	661
947919	1	661
82996	1	658
84032	1	658
888845	1	658
158836	1	656
221822	1	656
616991	1	654
433296	1	654
47885	1	654
1806508	1	653
1784714	1	653
379684	1	652
470	1	652
265959	1	652
1779382	1	652
40215	1	651
1969	1	648
2582419	1	647
2516557	1	646
2651334	1	644
1134435	1	644
2487072	1	643
32002	1	643
1842534	1	642
564	1	641
168471	1	641
964	1	640
1740262	1	639
55518	1	638
53408	1	637
53346	1	635
187327	1	634
47763	1	632
337	1	632
217204	1	631
404589	1	631
1735038	1	631
1636152	1	631
2571746	1	631
170679	1	627
731	1	626
1717	1	625
1481663	1	624
128780	1	623
1784713	1	622
56454	1	622
85643	1	621
795665	1	620
2591633	1	620
1644131	1	619
979	1	618
897	1	617
29494	1	617
1526571	1	617
536	1	617
43674	1	616
1314	1	616
1814290	1	615
1940612	1	615
45065	1	615
320787	1	614
79604	1	614
2509675	1	613
546	1	613
347534	1	611
1661	1	610
2601898	1	610
82987	1	608
1616788	1	608
2703788	1	607
413882	1	606
2058175	1	606
1416806	1	605
1136941	1	605
207745	1	604
1501	1	603
66269	1	603
223967	1	603
2496266	1	601
2583823	1	600
2109914	1	599
1622118	1	598
1689	1	598
502558	1	597
33940	1	597
935222	1	597
1658665	1	597
1823759	1	596
2292766	1	595
1716143	1	595
29484	1	594
2547394	1	593
1561	1	592
703	1	592
1238	1	591
1547445	1	591
1936003	1	591
531844	1	591
673	1	590
65058	1	590
396	1	589
1917485	1	589
1613	1	589
292913	1	587
463040	1	586
47715	1	585
1702221	1	585
1821621	1	585
2109913	1	584
463025	1	584
1462996	1	584
1416627	1	584
1178778	1	584
558152	1	583
47880	1	582
2654982	1	582
375	1	581
40214	1	581
1457365	1	580
36809	1	580
1094	1	579
2249356	1	578
158500	1	577
37332	1	576
946334	1	576
2704463	1	575
1930273	1	575
2478552	1	575
1383885	1	574
79263	1	573
2528010	1	573
487	1	573
64104	1	572
2545799	1	572
1316593	1	572
1328	1	570
1891094	1	570
2594003	1	570
160453	1	570
2498704	1	569
246	1	569
1331682	1	568
443143	1	568
1707785	1	568
57975	1	567
33069	1	567
680	1	567
1628392	1	566
146919	1	566
549	1	565
1297742	1	565
61647	1	564
2590021	1	564
69	1	564
47883	1	564
1619313	1	562
13690	1	561
190721	1	561
702745	1	560
1909395	1	559
29341	1	558
1716543	1	557
571177	1	555
1359	1	554
2602015	1	554
43	1	553
1697053	1	553
945844	1	552
1579	1	551
33050	1	551
34	1	551
1892855	1	551
29466	1	549
2707005	1	548
588932	1	547
2209	1	547
1283	1	547
1675686	1	545
2575375	1	545
37326	1	545
674	1	545
2570561	1	544
2303331	1	544
1891926	1	543
160699	1	543
714	1	543
1286	1	542
1679721	1	542
2597701	1	541
1842539	1	541
1032623	1	540
930166	1	539
281093	1	539
47671	1	539
1705	1	538
346	1	538
2560057	1	537
190148	1	535
218284	1	535
2698684	1	535
264697	1	534
198107	1	534
2663009	1	533
2507161	1	533
189381	1	533
576610	1	533
1965282	1	532
1978339	1	532
1912	1	531
1241978	1	529
1842727	1	529
1744	1	527
1940610	1	525
271865	1	525
471827	1	524
1909293	1	523
1904640	1	523
230089	1	522
2183582	1	521
1612173	1	521
406548	1	520
204	1	519
1791	1	518
669041	1	516
35	1	515
1531429	1	514
57704	1	514
683124	1	513
364410	1	512
1592106	1	511
1334193	1	510
54291	1	510
1705617	1	510
1792307	1	510
68570	1	508
324057	1	507
1575	1	507
2528026	1	506
860235	1	506
1537400	1	506
877500	1	505
180282	1	505
29495	1	505
2653857	1	505
2697032	1	504
1901	1	503
1860122	1	503
1432792	1	503
414771	1	503
314722	1	502
2565558	1	502
33059	1	501
28172	1	501
1763534	1	501
1536771	1	501
2507538	1	500
2681549	1	500
297	1	500
2675298	1	500
1763538	1	500
1632864	1	500
260554	1	499
83656	1	499
1927	1	497
162209	1	497
2320868	1	496
1678129	1	496
1703	1	494
1871037	1	493
1870819	1	492
1921087	1	492
666685	1	492
1792508	1	490
326522	1	490
2213202	1	490
2599640	1	489
33959	1	488
712991	1	487
1410383	1	487
353	1	486
1218801	1	486
2202148	1	485
649831	1	484
2291597	1	484
1313	1	483
321846	1	483
437897	1	483
1197717	1	483
290335	1	482
421525	1	481
237258	1	481
1405	1	480
980251	1	480
1896961	1	480
2163011	1	479
2527984	1	479
930805	1	478
221027	1	478
1679497	1	478
2592345	1	478
716816	1	478
39152	1	477
1714849	1	477
38300	1	475
62322	1	475
539	1	475
1915	1	474
1882682	1	474
155077	1	474
327575	1	473
279113	1	473
2608981	1	472
1355477	1	472
1340425	1	471
46867	1	471
1936080	1	471
980254	1	471
1719	1	470
2233851	1	470
40216	1	470
40269	1	469
454	1	468
105219	1	467
2183911	1	467
2529032	1	466
553	1	466
29449	1	465
2045208	1	465
2021862	1	463
1736675	1	463
1452	1	463
1478	1	462
2593958	1	462
1842533	1	462
51665	1	462
1727163	1	462
656366	1	462
260552	1	461
55213	1	461
82380	1	460
1571470	1	460
1758194	1	460
2057741	1	460
1296669	1	460
650378	1	459
342113	1	459
2497861	1	459
2018025	1	459
1839801	1	459
2602070	1	458
76759	1	457
1082851	1	457
552	1	456
37329	1	456
712538	1	456
2571748	1	456
2705547	1	456
1972068	1	455
35554	1	454
1423	1	454
208962	1	454
1571	1	454
1397	1	453
861	1	453
1241981	1	453
2656914	1	452
1555112	1	451
1598	1	450
1748	1	450
2126319	1	450
713030	1	450
1788	1	449
726	1	449
158847	1	448
37928	1	448
266779	1	446
70775	1	445
182710	1	445
488447	1	445
75588	1	445
169760	1	443
1938606	1	443
401471	1	443
436515	1	443
1304	1	442
1756988	1	442
1426	1	441
709810	1	440
674703	1	440
2014887	1	440
1884263	1	440
1652495	1	440
67304	1	439
82541	1	439
1299	1	439
332411	1	438
2304594	1	438
33074	1	438
655015	1	437
67780	1	437
232537	1	437
492	1	436
2702	1	436
614	1	436
104087	1	436
160660	1	436
2028345	1	436
1325107	1	435
110937	1	435
60890	1	435
1853278	1	435
507626	1	435
1914471	1	435
28450	1	434
68895	1	434
1476901	1	433
61645	1	433
379347	1	431
61435	1	430
927083	1	430
266749	1	428
137591	1	428
1686310	1	428
1590	1	428
199	1	427
2712222	1	427
315405	1	426
1416803	1	426
1482074	1	425
1830	1	425
2571747	1	425
53462	1	425
1077946	1	424
115808	1	424
540747	1	424
1340	1	424
2213200	1	424
1974213	1	423
641491	1	422
24	1	422
2061	1	422
1270	1	421
2614693	1	421
1308	1	420
1725	1	420
2173169	1	420
28173	1	420
169679	1	420
1182571	1	419
2527972	1	419
2686366	1	419
2072590	1	419
1288	1	419
1401	1	418
1150389	1	418
151783	1	418
2605946	1	418
861299	1	418
2708301	1	418
1420916	1	417
665913	1	417
1697043	1	417
51669	1	416
68214	1	416
859	1	416
1917421	1	416
172713	1	416
2014	1	415
2507935	1	415
2059672	1	415
1843368	1	415
1714860	1	415
93219	1	414
1387353	1	414
173	1	414
1309	1	414
2565782	1	414
356837	1	413
196	1	413
187493	1	413
582702	1	412
2220096	1	411
2661553	1	411
69666	1	411
758793	1	409
333962	1	409
409322	1	409
1303	1	409
1219491	1	409
298653	1	408
1804986	1	408
2590785	1	408
2565781	1	408
2572594	1	407
844	1	407
208223	1	407
528244	1	407
687	1	407
652	1	407
1335757	1	407
1247	1	406
580165	1	406
1710	1	406
83263	1	406
61652	1	405
94624	1	405
82348	1	405
1312183	1	405
392734	1	405
69964	1	404
1790137	1	404
2213194	1	403
538381	1	403
996801	1	403
2662261	1	403
366602	1	403
519081	1	403
2488809	1	403
511062	1	402
483547	1	402
1987723	1	402
1851544	1	401
1823	1	401
2662397	1	401
1079	1	400
93218	1	400
2651974	1	399
337191	1	399
359370	1	399
2599401	1	399
1354	1	399
1907578	1	399
864828	1	398
1842536	1	398
2528018	1	398
669	1	398
2496837	1	398
169430	1	396
1176649	1	396
279826	1	396
270351	1	396
274537	1	396
1795631	1	395
39691	1	395
1407071	1	395
79967	1	394
758802	1	394
748280	1	394
312306	1	394
2283194	1	394
1752063	1	394
46126	1	393
2558361	1	393
662548	1	393
43657	1	392
49319	1	392
426117	1	392
2211108	1	391
1538553	1	391
45972	1	391
1855823	1	391
455432	1	390
2021234	1	390
1310	1	390
1867715	1	390
652764	1	390
2509614	1	389
1938604	1	389
67345	1	389
1615909	1	388
1851148	1	388
587	1	388
2587844	1	388
879274	1	388
1678028	1	387
93221	1	387
43770	1	387
434009	1	386
1670831	1	386
434008	1	386
74829	1	386
675	1	385
1241982	1	385
2066070	1	385
273384	1	385
1513	1	384
134537	1	384
1702325	1	384
2591463	1	383
206506	1	383
445710	1	383
2580412	1	382
1193713	1	381
1915078	1	381
330214	1	381
1610	1	381
1245	1	380
1685010	1	380
1536773	1	379
2033033	1	379
960	1	379
480	1	379
252514	1	378
742013	1	378
38289	1	377
573737	1	377
1149133	1	377
1517	1	377
1604	1	376
55211	1	376
1349819	1	375
1249553	1	375
39688	1	375
2511069	1	374
1884905	1	373
2161821	1	373
1855912	1	372
2597769	1	372
1721091	1	372
107637	1	372
266951	1	371
29562	1	371
108981	1	371
1080068	1	370
1761012	1	370
1742359	1	370
1250539	1	370
484770	1	370
1077935	1	370
96942	1	369
2590016	1	369
39765	1	369
2579935	1	368
702967	1	367
1564681	1	367
57320	1	367
2583243	1	366
172045	1	366
400770	1	366
2341112	1	366
2017483	1	365
1404864	1	365
93064	1	365
68270	1	365
65741	1	365
2589080	1	365
1411117	1	364
2500547	1	363
692036	1	362
1806885	1	362
2599297	1	362
2562282	1	361
2161816	1	361
368607	1	361
1505	1	360
656519	1	360
1543721	1	360
2711156	1	359
784	1	359
1833852	1	359
274	1	359
2527962	1	358
162	1	358
245188	1	358
1648923	1	357
2528008	1	357
1442136	1	357
135719	1	357
2010829	1	357
103690	1	357
374606	1	357
95485	1	357
35755	1	356
2509456	1	356
1714373	1	356
106634	1	356
298657	1	356
453304	1	356
114527	1	356
450	1	356
1836	1	356
60552	1	355
2579971	1	355
1579979	1	355
345632	1	355
83683	1	354
200451	1	354
1587	1	354
565033	1	354
1911175	1	354
486398	1	354
204773	1	353
655307	1	353
1826607	1	353
147645	1	352
41899	1	352
1327635	1	352
718192	1	352
103733	1	351
2026199	1	351
2010972	1	351
2527995	1	351
863372	1	351
1391653	1	351
985762	1	351
1120045	1	350
296591	1	350
754409	1	350
656179	1	349
2686361	1	349
1486034	1	349
2082385	1	349
2259340	1	349
1930276	1	349
1335048	1	348
1853276	1	348
1871025	1	348
445709	1	347
1926494	1	347
1197460	1	346
2599308	1	346
358220	1	345
495	1	345
1712516	1	345
2592655	1	344
373994	1	343
673372	1	343
419475	1	343
45668	1	343
2528009	1	343
2528021	1	343
881260	1	343
1332080	1	343
1940	1	343
1933880	1	342
1275	1	342
2528020	1	342
1772	1	342
2718	1	342
1897729	1	342
197614	1	342
82985	1	341
1542	1	341
1954171	1	341
1336794	1	341
2293838	1	340
1810504	1	340
2109915	1	339
39695	1	339
304207	1	339
685565	1	339
283686	1	339
392593	1	338
2419771	1	338
2420509	1	338
2700081	1	338
1379270	1	338
2211140	1	337
518	1	337
2202254	1	337
34004	1	337
356322	1	337
592316	1	336
664426	1	336
2594795	1	336
94	1	336
1751046	1	335
947515	1	335
2713414	1	334
206	1	334
1389004	1	334
2080757	1	333
1536769	1	333
682798	1	332
2591606	1	332
2171623	1	332
1016987	1	332
1603606	1	332
2070539	1	331
29382	1	331
2045	1	331
115561	1	330
320497	1	330
2593973	1	329
2067960	1	329
2548456	1	329
47421	1	328
2011159	1	328
640512	1	328
119981	1	328
1482	1	328
1274631	1	327
983548	1	327
2594005	1	327
1381081	1	327
1608957	1	326
1905730	1	326
1581	1	326
28087	1	326
54006	1	326
2756	1	326
1229727	1	326
521	1	325
311230	1	325
1624	1	325
68175	1	325
1763883	1	325
2282475	1	325
2026787	1	324
735	1	324
2699395	1	324
2575699	1	324
1986146	1	323
2479546	1	323
2419774	1	323
2005462	1	323
2304600	1	323
1075	1	323
39777	1	323
651	1	322
2107713	1	322
2026189	1	322
2518599	1	321
1930593	1	321
1858609	1	321
2527968	1	320
1720344	1	320
311180	1	319
2126346	1	319
1583100	1	319
255247	1	319
2054	1	318
2068654	1	318
2478662	1	318
137545	1	318
2678688	1	317
171865	1	317
2605945	1	317
1536774	1	316
93466	1	316
1670830	1	316
1235591	1	316
2509458	1	316
46680	1	315
1930557	1	315
1590041	1	315
2055	1	315
2607911	1	315
2268451	1	315
2282309	1	315
2496847	1	315
1850238	1	314
349221	1	314
2377	1	314
665914	1	314
656178	1	314
51101	1	314
2596890	1	314
696485	1	314
1715989	1	313
1504	1	313
39692	1	313
529	1	312
2697030	1	312
73010	1	312
1640	1	312
2489213	1	311
1178515	1	311
1390395	1	311
1765049	1	310
45398	1	310
53336	1	310
913107	1	310
2683272	1	309
254247	1	309
28037	1	309
35841	1	309
373	1	309
67267	1	309
2498135	1	308
2604047	1	308
2604832	1	308
1325115	1	308
451	1	308
48664	1	308
1885	1	307
1841249	1	306
2303538	1	306
2057808	1	306
2493639	1	306
2528035	1	306
1960	1	305
129921	1	305
628	1	305
2527982	1	305
28898	1	305
1805933	1	305
1208324	1	305
565	1	304
699433	1	304
1812935	1	304
1710541	1	304
54736	1	304
1570	1	303
2116657	1	303
253703	1	303
76761	1	303
61648	1	302
1389192	1	302
1510150	1	302
1337936	1	301
1893	1	301
2572577	1	301
2072025	1	301
475662	1	301
1230341	1	300
1889813	1	300
96345	1	300
1980001	1	300
1338368	1	300
2082386	1	300
496014	1	300
260364	1	299
418699	1	299
13689	1	299
1307761	1	299
594679	1	299
2497863	1	298
29391	1	298
585455	1	298
53409	1	298
2382161	1	298
2598579	1	298
33011	1	298
1458426	1	298
122	1	298
376489	1	297
2267264	1	297
2691571	1	297
1525	1	297
477641	1	296
561879	1	296
407035	1	296
2518645	1	296
219572	1	295
158823	1	295
298654	1	295
1431246	1	295
1072463	1	295
1528099	1	295
636	1	294
471223	1	294
1663591	1	294
225848	1	294
1509	1	294
1495144	1	294
75985	1	293
1582259	1	293
2528642	1	293
1336795	1	293
2202825	1	293
33945	1	293
717785	1	292
36818	1	292
28035	1	292
1908	1	292
111015	1	292
1771309	1	292
1315974	1	291
1750	1	291
2015316	1	291
68202	1	291
1617448	1	291
42253	1	291
2161747	1	290
29379	1	290
1515612	1	290
317577	1	290
465721	1	289
82367	1	289
408139	1	289
267363	1	288
1905	1	288
42197	1	288
288000	1	288
157783	1	287
1138822	1	287
1536770	1	287
1357916	1	287
296842	1	287
35814	1	287
318683	1	287
1246	1	287
2527990	1	287
482957	1	287
420953	1	287
2025949	1	286
156978	1	286
1789224	1	286
283734	1	286
627192	1	286
2666100	1	285
1597	1	285
2664893	1	284
1824	1	284
1620215	1	284
1752064	1	284
187452	1	283
1581011	1	283
2674991	1	283
1653480	1	283
1750719	1	283
2528007	1	283
319236	1	283
2547601	1	283
1591409	1	283
2602016	1	282
556054	1	282
139	1	282
1047172	1	282
1883414	1	282
2024580	1	281
1586287	1	281
1891675	1	281
46127	1	281
2492396	1	281
1883416	1	280
2564040	1	280
1618	1	279
299767	1	279
2598453	1	279
1529068	1	278
1158459	1	278
1850374	1	278
1334	1	278
2006110	1	278
76758	1	278
135740	1	277
1560345	1	277
2057246	1	277
408015	1	277
195105	1	277
69373	1	276
1609966	1	276
71997	1	276
2033869	1	276
2169583	1	276
2058136	1	275
1616117	1	275
37919	1	275
78327	1	275
944547	1	275
29486	1	275
1434191	1	275
2587850	1	274
2082188	1	274
2662028	1	274
60548	1	274
1768108	1	273
2170729	1	273
553239	1	273
2211211	1	273
546367	1	273
1286180	1	273
947516	1	273
126385	1	273
1778678	1	272
639310	1	272
1930071	1	272
54005	1	272
1767	1	271
35806	1	271
1495638	1	271
1096243	1	271
1348774	1	271
180957	1	271
2562284	1	270
2080742	1	270
451876	1	270
1842540	1	270
29552	1	270
1261031	1	270
1050174	1	270
2047	1	270
1582	1	269
2202828	1	269
2712223	1	269
1945512	1	269
2789776	1	269
387092	1	269
413503	1	269
453783	1	269
505249	1	269
263819	1	269
1348	1	268
28264	1	268
876364	1	268
2026	1	268
1968541	1	268
1260	1	268
1740163	1	268
2371	1	268
449461	1	268
2005469	1	268
1783515	1	267
47878	1	267
1842537	1	267
2594269	1	267
2048283	1	267
2487074	1	266
1179669	1	266
2057800	1	266
1325095	1	266
1811807	1	266
340345	1	265
82688	1	265
1336806	1	265
2259620	1	265
424800	1	265
2172103	1	265
116090	1	265
96773	1	265
2094025	1	264
56455	1	264
173366	1	264
2560053	1	264
1552759	1	264
1664069	1	264
157687	1	263
2587861	1	263
434010	1	263
2490858	1	263
174633	1	262
1404768	1	262
1223566	1	262
84096	1	262
2293862	1	262
1634516	1	261
2169540	1	261
1759059	1	261
244566	1	261
2496836	1	261
2172099	1	261
1783501	1	261
69395	1	261
454601	1	261
2033032	1	261
553510	1	260
386891	1	260
59814	1	260
294699	1	260
1967	1	259
553151	1	259
241368	1	259
29575	1	259
2594265	1	259
196162	1	258
2572036	1	258
93222	1	257
665099	1	257
218208	1	257
698828	1	257
1173027	1	257
155892	1	256
2067957	1	256
2576307	1	255
1497	1	255
52773	1	255
282217	1	255
53345	1	255
2567934	1	254
2099789	1	254
2527975	1	254
1214604	1	254
664962	1	254
1402	1	254
1078471	1	254
68209	1	253
2079575	1	253
2080419	1	253
257708	1	253
2683284	1	253
1763363	1	253
2268087	1	253
732	1	253
2501295	1	252
2587855	1	252
1335	1	252
66871	1	252
39645	1	252
914153	1	252
859143	1	252
1904616	1	251
157692	1	251
362257	1	251
686597	1	251
530584	1	251
1580	1	251
2017482	1	251
2282738	1	251
2071621	1	250
251701	1	250
247481	1	250
1511	1	250
2211210	1	250
2571750	1	249
2490851	1	249
2051957	1	249
1038856	1	249
1932	1	248
293387	1	248
2074	1	248
2672569	1	248
2174846	1	248
1938605	1	248
543877	1	248
1030157	1	247
120683	1	247
1737490	1	247
2676077	1	247
1286181	1	247
201	1	247
1769779	1	247
1638	1	246
680279	1	246
225992	1	246
216929	1	246
1089444	1	246
1642	1	246
375286	1	246
1694	1	246
1827469	1	245
2060726	1	245
29542	1	245
47490	1	245
2587846	1	245
28031	1	245
670052	1	244
290400	1	244
55601	1	244
1549858	1	244
1031538	1	243
39950	1	243
702113	1	243
1631871	1	243
2060312	1	243
486	1	242
33033	1	242
74033	1	242
313598	1	242
1938607	1	242
2483799	1	241
618	1	241
1249552	1	241
2498451	1	241
75385	1	241
162496	1	240
708131	1	240
1714848	1	240
2652443	1	240
691	1	240
2511995	1	240
2653200	1	240
1054217	1	240
571913	1	240
1718	1	240
1605891	1	239
187491	1	238
1879049	1	238
1471761	1	238
2686304	1	238
134601	1	238
1829	1	238
1458355	1	238
1302308	1	238
1852373	1	238
2009329	1	238
43662	1	238
2663022	1	238
1641402	1	238
1609758	1	238
454662	1	237
1850246	1	237
212767	1	237
2018065	1	237
1486262	1	236
1363	1	236
1539298	1	236
299262	1	236
43767	1	236
2493669	1	235
1940762	1	235
1940790	1	235
254246	1	234
1708	1	234
755307	1	234
1447062	1	234
2675218	1	234
171281	1	234
68173	1	234
1891644	1	234
1978566	1	233
134534	1	233
1111760	1	232
208439	1	232
2587163	1	232
262324	1	232
33899	1	232
266	1	232
1182568	1	231
61646	1	231
2561924	1	231
1458425	1	231
263	1	231
66821	1	230
2589797	1	230
56453	1	230
2571749	1	230
2562449	1	230
2006	1	230
1580596	1	230
314282	1	229
351671	1	229
488729	1	229
182773	1	228
1376	1	228
285570	1	228
689	1	228
1903686	1	228
2653932	1	227
395961	1	227
261292	1	227
2483798	1	227
2596828	1	227
1331258	1	227
1827580	1	227
1535768	1	227
