TaxonomyInput	nb_genomes	Reads
147802	1	853967
109790	1	334437
589873	1	14075
145261	1	10395
2057741	1	8965
95486	1	8844
47770	1	4935
329	1	4050
10847	1	1984
1598	1	1962
1197460	1	1335
69666	1	810
2702	1	702
1679497	1	688
2010972	1	648
244366	1	638
562	1	613
492670	1	548
366602	1	455
87541	1	402
1747	1	383
155892	1	381
88688	1	368
1280	1	324
69665	1	305
69395	1	267
1587	1	252
2201350	1	245
588932	1	241
244734	1	231
1076	1	203
